year,team,conference,division,expectedWins,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2018,Vanderbilt,SEC,East,5.6,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2018,Virginia,ACC,Coastal,9.4,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2018,Virginia Tech,ACC,Coastal,4.6,13,6,7,0,8,4,4,0,7,3,4,0,5,3,2,0
2018,Wake Forest,ACC,Atlantic,6.6,13,7,6,0,8,3,5,0,7,2,5,0,5,4,1,0
2018,Washington,Pac-12,North,11.2,14,10,4,0,10,8,2,0,6,6,0,0,5,3,2,0
2018,Washington State,Pac-12,North,9.9,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0
2018,Western Kentucky,Conference USA,East,4.2,12,3,9,0,8,2,6,0,5,1,4,0,7,2,5,0
2018,Western Michigan,Mid-American,West,7.5,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
2018,West Virginia,Big 12,,7.4,12,8,4,0,9,6,3,0,6,5,1,0,4,2,2,0
2018,Wisconsin,Big Ten,West,8.1,13,8,5,0,9,5,4,0,7,5,2,0,5,2,3,0
2018,Wyoming,Mountain West,Mountain,6.2,12,6,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2017,Air Force,Mountain West,Mountain,4.4,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2017,Akron,Mid-American,East,5.3,14,7,7,0,9,6,3,0,6,5,1,0,7,2,5,0
2017,Alabama,SEC,West,12.8,14,13,1,0,9,8,1,0,7,7,0,0,4,3,1,0
2017,Appalachian State,Sun Belt,West,9.4,13,9,4,0,8,7,1,0,6,5,1,0,6,3,3,0
2017,Arizona,Pac-12,South,7.2,13,7,6,0,9,5,4,0,6,4,2,0,6,3,3,0
2017,Arizona State,Pac-12,South,7.7,13,7,6,0,9,6,3,0,7,5,2,0,5,2,3,0
2017,Arkansas,SEC,West,4.8,12,4,8,0,8,1,7,0,6,2,4,0,4,1,3,0
2017,Arkansas State,Sun Belt,East,9.4,12,7,5,0,8,6,2,0,5,4,1,0,6,3,3,0
2017,Army,FBS Independents,,9.6,13,10,3,0,0,0,0,0,6,6,0,0,5,2,3,0
2017,Auburn,SEC,West,9.7,14,10,4,0,9,7,2,0,7,7,0,0,5,3,2,0
2017,Ball State,Mid-American,West,2.4,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0
2017,Baylor,Big 12,,3,12,1,11,0,9,1,8,0,6,0,6,0,5,1,4,0
2017,Boise State,Mountain West,Mountain,10.9,14,11,3,0,9,8,1,0,7,6,1,0,6,4,2,0
2017,Boston College,ACC,Atlantic,6.9,13,7,6,0,8,4,4,0,6,2,4,0,5,4,1,0
2017,Bowling Green,Mid-American,East,2.5,12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
2017,Buffalo,Mid-American,East,6.9,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2017,BYU,FBS Independents,,4.1,13,4,9,0,0,0,0,0,6,2,4,0,6,2,4,0
2017,California,Pac-12,North,5.4,12,5,7,0,9,2,7,0,6,4,2,0,6,1,5,0
2017,Central Michigan,Mid-American,West,6.7,13,8,5,0,8,6,2,0,5,3,2,0,7,5,2,0
2017,Charlotte,Conference USA,East,0.5,12,1,11,0,8,1,7,0,6,1,5,0,6,0,6,0
2017,Cincinnati,American Athletic,East,4,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2017,Clemson,ACC,Atlantic,11.5,14,12,2,0,9,8,1,0,7,7,0,0,5,4,1,0
2017,Coastal Carolina,Sun Belt,West,3.7,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
2017,Colorado,Pac-12,South,4.9,12,5,7,0,9,2,7,0,6,3,3,0,5,1,4,0
2017,Colorado State,Mountain West,Mountain,7.3,13,7,6,0,8,5,3,0,6,4,2,0,5,3,2,0
2017,Connecticut,American Athletic,East,2.5,12,3,9,0,8,2,6,0,6,2,4,0,5,1,4,0
2017,Duke,ACC,Coastal,7.4,13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2017,East Carolina,American Athletic,East,3.1,12,3,9,0,8,2,6,0,7,2,5,0,5,1,4,0
2017,Eastern Michigan,Mid-American,West,5.5,12,5,7,0,8,3,5,0,5,3,2,0,7,2,5,0
2017,Florida,SEC,East,3.6,11,4,7,0,8,3,5,0,6,3,3,0,3,1,2,0
2017,Florida Atlantic,Conference USA,East,10.8,14,11,3,0,9,9,0,0,8,7,1,0,6,4,2,0
2017,Florida International,Conference USA,East,7,13,8,5,0,8,5,3,0,6,5,1,0,5,2,3,0
2017,Florida State,ACC,Atlantic,6.7,13,7,6,0,8,3,5,0,6,3,3,0,5,3,2,0
2017,Fresno State,Mountain West,West,9.9,14,10,4,0,9,7,2,0,6,5,1,0,7,4,3,0
2017,Georgia,SEC,East,12.3,15,13,2,0,10,8,2,0,6,6,0,0,5,4,1,0
2017,Georgia Southern,Sun Belt,West,3.2,12,2,10,0,8,2,6,0,4,1,3,0,7,1,6,0
2017,Georgia State,Sun Belt,West,5.9,12,7,5,0,8,5,3,0,5,1,4,0,6,5,1,0
2017,Georgia Tech,ACC,Coastal,5.9,11,5,6,0,8,4,4,0,6,5,1,0,4,0,4,0
2017,Hawai'i,Mountain West,West,3.9,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2017,Houston,American Athletic,West,8.3,12,7,5,0,8,5,3,0,6,4,2,0,5,3,2,0
2017,Idaho,Sun Belt,,6,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2017,Illinois,Big Ten,West,2.1,12,2,10,0,9,0,9,0,7,2,5,0,5,0,5,0
2017,Indiana,Big Ten,East,5.6,12,5,7,0,9,2,7,0,6,3,3,0,6,2,4,0
2017,Iowa,Big Ten,West,7.9,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0
2017,Iowa State,Big 12,,8.5,13,8,5,0,9,5,4,0,6,3,3,0,7,5,2,0
2017,Kansas,Big 12,,1.6,12,1,11,0,9,0,9,0,7,1,6,0,5,0,5,0
2017,Kansas State,Big 12,,6.4,13,8,5,0,9,5,4,0,7,4,3,0,5,3,2,0
2017,Kent State,Mid-American,East,1.9,12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
2017,Kentucky,SEC,East,7.3,13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
2017,Louisiana,Sun Belt,East,4.8,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2017,Louisiana Monroe,Sun Belt,East,3.6,12,4,8,0,8,4,4,0,5,2,3,0,7,2,5,0
2017,Louisiana Tech,Conference USA,West,8.1,13,7,6,0,8,4,4,0,7,3,4,0,5,3,2,0
2017,Louisville,ACC,Atlantic,9.1,13,8,5,0,8,4,4,0,6,4,2,0,5,3,2,0
2017,LSU,SEC,West,9.3,13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
2017,Marshall,Conference USA,East,8.1,13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
2017,Maryland,Big Ten,East,3.1,12,4,8,0,9,2,7,0,6,2,4,0,6,2,4,0
2017,Memphis,American Athletic,West,9.1,13,10,3,0,9,7,2,0,8,7,1,0,5,3,2,0
2017,Miami,ACC,Coastal,8.6,13,10,3,0,9,7,2,0,8,7,1,0,4,3,1,0
2017,Miami (OH),Mid-American,East,7.1,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2017,Michigan,Big Ten,East,8,13,8,5,0,9,5,4,0,6,4,2,0,5,3,2,0
2017,Michigan State,Big Ten,East,9.4,13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
2017,Middle Tennessee,Conference USA,East,7.2,13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2017,Minnesota,Big Ten,West,4.9,12,5,7,0,9,2,7,0,7,4,3,0,5,1,4,0
2017,Mississippi State,SEC,West,9.5,13,9,4,0,8,4,4,0,7,5,2,0,5,3,2,0
2017,Missouri,SEC,East,7.5,13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
2017,Navy,American Athletic,West,6.1,13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
2017,NC State,ACC,Atlantic,9.5,13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
2017,Nebraska,Big Ten,West,3.4,12,4,8,0,9,3,6,0,7,2,5,0,5,2,3,0
2017,Nevada,Mountain West,West,4.5,12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
2017,New Mexico,Mountain West,Mountain,4.7,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2017,New Mexico State,Sun Belt,,6.5,13,7,6,0,8,4,4,0,5,3,2,0,7,3,4,0
2017,North Carolina,ACC,Coastal,4.1,12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
2017,Northern Illinois,Mid-American,West,8,13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
2017,North Texas,Conference USA,West,7.7,14,9,5,0,9,7,2,0,6,6,0,0,7,3,4,0
2017,Northwestern,Big Ten,West,8.5,13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
2017,Notre Dame,FBS Independents,,9.2,13,10,3,0,0,0,0,0,7,6,1,0,5,3,2,0
2017,Ohio,Mid-American,East,10,13,9,4,0,8,5,3,0,6,5,1,0,6,3,3,0
2017,Ohio State,Big Ten,East,11.5,14,12,2,0,10,9,1,0,7,6,1,0,5,4,1,0
2017,Oklahoma,Big 12,,12.4,14,12,2,0,10,9,1,0,6,5,1,0,5,5,0,0
2017,Oklahoma State,Big 12,,11.1,13,10,3,0,9,6,3,0,6,3,3,0,6,6,0,0
2017,Old Dominion,Conference USA,East,5.3,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2017,Ole Miss,SEC,West,5.6,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2017,Oregon,Pac-12,North,7.4,13,7,6,0,9,4,5,0,7,6,1,0,5,1,4,0
2017,Oregon State,Pac-12,North,1.9,12,1,11,0,9,0,9,0,6,1,5,0,6,0,6,0
2017,Penn State,Big Ten,East,10.5,13,11,2,0,9,7,2,0,7,7,0,0,5,3,2,0
2017,Pittsburgh,ACC,Coastal,6,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
2017,Purdue,Big Ten,West,7.4,13,7,6,0,9,4,5,0,6,4,2,0,5,2,3,0
2017,Rice,Conference USA,West,1.5,12,1,11,0,8,1,7,0,5,0,5,0,6,1,5,0
2017,Rutgers,Big Ten,East,3.1,12,4,8,0,9,3,6,0,6,2,4,0,5,1,4,0
2017,San Diego State,Mountain West,West,9.1,13,10,3,0,8,6,2,0,7,5,2,0,5,5,0,0
2017,San José State,Mountain West,West,2,13,2,11,0,8,1,7,0,6,2,4,0,7,0,7,0
2017,SMU,American Athletic,West,6.7,13,7,6,0,8,4,4,0,7,6,1,0,5,1,4,0
2017,South Alabama,Sun Belt,East,3.6,12,4,8,0,8,3,5,0,5,2,3,0,6,1,5,0
2017,South Carolina,SEC,East,7.7,13,9,4,0,8,5,3,0,7,5,2,0,4,2,2,0
2017,Southern Mississippi,Conference USA,West,6.9,13,8,5,0,8,6,2,0,6,3,3,0,6,5,1,0
2017,South Florida,American Athletic,East,10.1,12,10,2,0,8,6,2,0,6,5,1,0,5,4,1,0
2017,Stanford,Pac-12,North,7.9,14,9,5,0,10,7,3,0,6,6,0,0,5,2,3,0
2017,Syracuse,ACC,Atlantic,5.1,12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
2017,TCU,Big 12,,10.6,14,11,3,0,10,7,3,0,6,6,0,0,6,4,2,0
2017,Temple,American Athletic,East,7.1,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2017,Tennessee,SEC,East,3.4,12,4,8,0,8,0,8,0,7,3,4,0,4,0,4,0
2017,Texas,Big 12,,7.5,13,7,6,0,9,5,4,0,6,3,3,0,5,3,2,0
2017,Texas A&M,SEC,West,6.5,13,7,6,0,8,4,4,0,7,4,3,0,4,2,2,0
2017,Texas State,Sun Belt,East,2.3,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2017,Texas Tech,Big 12,,5.3,13,6,7,0,9,3,6,0,6,2,4,0,5,3,2,0
2017,Toledo,Mid-American,West,9.8,14,11,3,0,9,8,1,0,6,6,0,0,6,4,2,0
2017,Troy,Sun Belt,East,9.3,13,11,2,0,8,7,1,0,6,5,1,0,6,5,1,0
2017,Tulane,American Athletic,West,4.6,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
2017,Tulsa,American Athletic,West,3.6,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2017,UAB,Conference USA,West,8.1,13,8,5,0,8,6,2,0,6,6,0,0,6,2,4,0
2017,UCF,American Athletic,East,11.1,13,13,0,0,9,9,0,0,7,7,0,0,5,5,0,0
2017,UCLA,Pac-12,South,6.4,13,6,7,0,9,4,5,0,6,6,0,0,6,0,6,0
2017,UMass,FBS Independents,,4.7,12,4,8,0,0,0,0,0,5,2,3,0,6,1,5,0
2017,UNLV,Mountain West,West,4.8,12,5,7,0,8,4,4,0,6,2,4,0,6,3,3,0
2017,USC,Pac-12,South,9.4,14,11,3,0,10,9,1,0,7,7,0,0,5,3,2,0
2017,Utah,Pac-12,South,7.4,13,7,6,0,9,3,6,0,7,4,3,0,5,2,3,0
2017,Utah State,Mountain West,Mountain,7.4,13,6,7,0,8,4,4,0,6,3,3,0,6,3,3,0
2017,UTEP,Conference USA,West,0.9,12,0,12,0,8,0,8,0,5,0,5,0,7,0,7,0
2017,UT San Antonio,Conference USA,West,6.3,11,6,5,0,8,3,5,0,5,3,2,0,6,3,3,0
2017,Vanderbilt,SEC,East,5.1,12,5,7,0,8,1,7,0,7,3,4,0,5,2,3,0
2017,Virginia,ACC,Coastal,5.8,13,6,7,0,8,3,5,0,7,4,3,0,6,2,4,0
2017,Virginia Tech,ACC,Coastal,8.9,13,9,4,0,8,5,3,0,6,5,1,0,5,3,2,0
2017,Wake Forest,ACC,Atlantic,7.8,13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
2017,Washington,Pac-12,North,10.1,13,10,3,0,9,7,2,0,7,7,0,0,5,3,2,0
2017,Washington State,Pac-12,North,8,13,9,4,0,9,6,3,0,7,7,0,0,5,2,3,0
2017,Western Kentucky,Conference USA,East,4.8,13,6,7,0,8,4,4,0,6,4,2,0,6,2,4,0
2017,Western Michigan,Mid-American,West,6.3,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2017,West Virginia,Big 12,,5.9,13,7,6,0,9,5,4,0,6,4,2,0,5,3,2,0
2017,Wisconsin,Big Ten,West,13,14,13,1,0,10,9,1,0,7,7,0,0,6,6,0,0
2017,Wyoming,Mountain West,Mountain,6.6,13,8,5,0,8,5,3,0,7,5,2,0,5,2,3,0
